,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,Hayes,Harrison,1000,218701,1,3
,Mckinley,Taylor,3000,302400,6,2
,総取引における距離の平均,2583.0,合算地,15500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Taylor,Pierce,500,2,5,6
,Buchanan,Buren,2000,2,6,2
,Garfield,Lincoln,3500,2,4,3
,Arthur,Grant,2500,2,3,4
,Cleveland,Hayes,1500,2,2,5
,Harrison,Mckinley,500,2,1,6
,総取引における距離の平均,1750.0,合算地,10500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buren,Buchanan,2000,2,5,6
,Pierce,Taylor,500,2,6,2
,Lincoln,Garfield,3500,2,4,3
,Grant,Arthur,2500,2,3,4
,Hayes,Cleveland,1500,2,2,5
,Mckinley,Harrison,500,2,1,6
,総取引における距離の平均,1750.0,合算地,10500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,35,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Mckinley,3500,108000,1,1
,総取引における距離の平均,3500.0,合算地,3500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,35,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Mckinley,Harrison,500,302400,1,1
,総取引における距離の平均,500.0,合算地,500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,35,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Harrison,Mckinley,500,309800,1,1
,総取引における距離の平均,500.0,合算地,500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Harrison,3000,108001,1,2
,Mckinley,Cleveland,1000,302400,2,1
,総取引における距離の平均,2000.0,合算地,4000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Tyler,Mckinley,2000,312801,2,1
,Cleveland,Arthur,500,33801,3,3
,Harrison,Garfield,1500,309800,3,2
,総取引における距離の平均,1333.0,合算地,4000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Garfield,Cleveland,1000,33801,2,3
,Arthur,Harrison,1000,309801,2,1
,Mckinley,Hayes,500,302400,3,2
,総取引における距離の平均,833.0,合算地,2500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Garfield,2000,94401,4,3
,Hayes,Arthur,2000,218701,3,2
,Cleveland,Mckinley,1000,33801,3,4
,Harrison,Grant,1500,309800,4,1
,総取引における距離の平均,1625.0,合算地,6500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Grant,Hayes,500,74801,4,3
,Garfield,Cleveland,1000,33801,4,4
,Arthur,Harrison,1000,309801,1,1
,Mckinley,Lincoln,1500,302400,4,2
,総取引における距離の平均,1000.0,合算地,4000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Lincoln,Arthur,3000,108001,3,3
,Hayes,Mckinley,500,218701,2,2
,Cleveland,Garfield,1000,33801,4,4
,Harrison,Grant,1500,309800,4,1
,総取引における距離の平均,1500.0,合算地,6000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Grant,Cleveland,2000,74801,3,3
,Garfield,Hayes,2500,33801,3,4
,Arthur,Harrison,1000,309801,1,1
,Mckinley,Lincoln,1500,302400,4,2
,総取引における距離の平均,1750.0,合算地,7000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Lincoln,Garfield,3500,108001,4,3
,Hayes,Arthur,2000,218701,2,2
,Cleveland,Mckinley,1000,33801,1,4
,Harrison,Grant,1500,309800,4,1
,総取引における距離の平均,2000.0,合算地,8000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Grant,Hayes,500,74801,4,3
,Garfield,Harrison,1500,33801,4,4
,Arthur,Cleveland,500,309801,2,1
,Mckinley,Lincoln,1500,302400,4,2
,総取引における距離の平均,1000.0,合算地,4000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Truman,Grant,3000,257501,6,2
,Washington,Garfield,4500,97001,4,5
,Lincoln,Arthur,3000,108001,5,4
,Hayes,Buchanan,1500,218701,6,3
,Cleveland,Mckinley,1000,33801,1,6
,Harrison,Pierce,3000,309800,6,1
,総取引における距離の平均,2666.0,合算地,16000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Pierce,Taylor,500,309801,5,2
,Buchanan,Lincoln,500,247901,4,4
,Grant,Cleveland,2000,74801,4,5
,Garfield,Hayes,2500,33801,5,6
,Arthur,Buren,1500,309801,6,2
,Mckinley,Harrison,500,302401,1,3
,総取引における距離の平均,1250.0,合算地,7500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,29,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Obama,Pierce,3000,45801,7,6
,Buren,Buchanan,2000,94401,6,5
,Taylor,Grant,2000,264801,4,2
,Lincoln,Arthur,3000,108001,4,4
,Hayes,Garfield,2500,218701,3,3
,Cleveland,Mckinley,1000,33801,5,7
,Harrison,Fillmore,1000,309800,7,1
,総取引における距離の平均,2071.0,合算地,14500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,29,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Fillmore,Buren,500,168001,6,5
,Pierce,Taylor,500,309801,5,1
,Buchanan,Lincoln,500,247901,4,4
,Grant,Harrison,1500,74801,3,6
,Garfield,Cleveland,1000,33801,7,7
,Arthur,Tyler,500,309801,7,2
,Mckinley,Hayes,500,302401,3,3
,総取引における距離の平均,714.0,合算地,5000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,5.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buren,Buchanan,2000,94401,5,5
,Taylor,Grant,2000,264801,4,2
,Lincoln,Mckinley,1500,108001,3,4
,Hayes,Garfield,2500,218701,3,3
,Cleveland,Arthur,500,33801,5,6
,Harrison,Pierce,3000,309800,6,1
,総取引における距離の平均,1916.0,合算地,11500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Pierce,Taylor,500,309801,5,2
,Buchanan,Lincoln,500,247901,4,4
,Grant,Harrison,1500,74801,4,5
,Garfield,Hayes,2500,33801,5,6
,Arthur,Buren,1500,309801,6,2
,Mckinley,Cleveland,1000,302401,2,3
,総取引における距離の平均,1250.0,合算地,7500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buren,Buchanan,2000,94401,5,5
,Taylor,Grant,2000,264801,4,2
,Lincoln,Garfield,3500,108001,3,4
,Hayes,Arthur,2000,218701,2,3
,Cleveland,Mckinley,1000,33801,2,6
,Harrison,Pierce,3000,309800,6,1
,総取引における距離の平均,2250.0,合算地,13500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Pierce,Taylor,500,2,5,6
,Buchanan,Buren,2000,2,6,2
,Grant,Lincoln,500,2,4,3
,Garfield,Hayes,2500,2,3,4
,Arthur,Cleveland,500,2,2,5
,Mckinley,Harrison,500,2,1,6
,総取引における距離の平均,1083.0,合算地,6500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,30,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buren,Buchanan,2000,2,5,6
,Taylor,Pierce,500,2,6,2
,Lincoln,Grant,500,2,4,3
,Hayes,Garfield,2500,2,3,4
,Cleveland,Arthur,500,2,2,5
,Harrison,Mckinley,500,2,1,6
,総取引における距離の平均,1083.0,合算地,6500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,36,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,取引なし
,総取引における距離の平均
,売りたい家の数,35,買いたい家の数,1,
,売れた家の数,1,買えた家の数,1,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Carter,Mckinley,2000,302400,1,1
,総取引における距離の平均,2000.0,合算地,2000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,34,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Ford,Harrison,2000,115201,2,2
,Mckinley,Cleveland,1000,302400,2,1
,総取引における距離の平均,1500.0,合算地,3000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,33,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Mckinley,4500,245001,2,2
,Cleveland,Arthur,500,33801,3,3
,Harrison,Garfield,1500,309800,3,1
,総取引における距離の平均,2166.0,合算地,6500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Adams,Harrison,1000,232701,4,3
,Garfield,Hayes,2500,33801,4,4
,Arthur,Cleveland,500,309801,1,1
,Mckinley,Grant,1000,302400,4,2
,総取引における距離の平均,1250.0,合算地,5000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Grant,Garfield,3000,74801,4,3
,Hayes,Mckinley,500,218701,3,2
,Cleveland,Arthur,500,33801,2,4
,Harrison,Lincoln,2000,309800,4,1
,総取引における距離の平均,1500.0,合算地,6000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Lincoln,Hayes,1000,108001,4,3
,Garfield,Cleveland,1000,33801,3,4
,Arthur,Harrison,1000,309801,2,1
,Mckinley,Grant,1000,302400,4,2
,総取引における距離の平均,1000.0,合算地,4000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Grant,Garfield,3000,74801,4,3
,Hayes,Arthur,2000,218701,3,2
,Cleveland,Mckinley,1000,33801,2,4
,Harrison,Lincoln,2000,309800,4,1
,総取引における距離の平均,2000.0,合算地,8000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Lincoln,Hayes,1000,108001,3,3
,Garfield,Cleveland,1000,33801,3,4
,Arthur,Harrison,1000,309801,2,1
,Mckinley,Grant,1000,302400,1,2
,総取引における距離の平均,1000.0,合算地,4000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,32,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
